customer_id,age,annual_income,employment_years,home_ownership,loan_amount,term_months,interest_rate,dti,credit_score,num_open_accounts,delinquencies_2y,inquiries_6m,purpose,state,default
301,60,30774,10,MORTGAGE,2270,60,5.95,0.12,654,11,1,0,small_business,OH,0
302,61,15151,16,MORTGAGE,5490,36,10.85,0.42,572,1,0,0,debt_consolidation,IL,1
303,27,47824,5,RENT,20824,36,11.87,0.478,634,5,1,0,debt_consolidation,GA,1
304,64,27030,13,MORTGAGE,7453,36,8.96,0.235,697,2,0,1,other,CA,0
305,51,42987,22,RENT,3907,60,11.51,0.096,696,2,0,0,other,WI,1
306,29,86309,8,MORTGAGE,30979,60,8.6,0.272,751,4,1,0,car,WA,0
307,69,71605,18,MORTGAGE,23784,36,8.2,0.353,713,14,0,1,car,WA,1
308,26,49167,4,OWN,22228,36,12.38,0.544,683,6,1,0,home_improvement,NY,1
309,34,49854,11,OWN,12130,36,6.85,0.205,733,7,2,2,home_improvement,WA,0
310,60,49889,16,MORTGAGE,19971,36,9.24,0.45,695,7,4,2,debt_consolidation,WA,1
311,31,33852,8,MORTGAGE,12177,60,8.4,0.221,660,1,3,0,debt_consolidation,PA,1
312,72,28289,40,OWN,9792,36,12.94,0.277,686,13,1,2,credit_card,MO,1
313,22,37555,2,OWN,11566,60,13.05,0.223,673,8,1,1,small_business,NJ,1
314,38,50793,6,MORTGAGE,15538,36,12.43,0.299,779,0,1,2,debt_consolidation,WI,1
315,62,31233,34,RENT,7497,60,6.71,0.265,595,9,1,1,credit_card,TN,1
316,23,41441,3,MORTGAGE,7137,60,8.87,0.103,700,11,0,1,debt_consolidation,PA,0
317,38,47278,7,RENT,17782,60,7.18,0.406,776,3,3,2,debt_consolidation,MI,1
318,36,29000,5,MORTGAGE,10060,36,13.0,0.362,650,6,1,1,credit_card,NJ,1
319,55,80033,8,OWN,28609,36,12.43,0.383,631,5,1,1,other,NJ,0
320,66,90127,38,MORTGAGE,10369,36,9.05,0.188,697,12,0,1,debt_consolidation,MD,0
321,26,51375,6,MORTGAGE,25461,60,11.69,0.355,628,4,2,1,credit_card,NJ,1
322,65,28777,34,MORTGAGE,12474,36,14.18,0.337,663,8,1,1,car,TN,1
323,55,17205,17,MORTGAGE,1608,60,6.76,0.01,719,12,0,1,home_improvement,VA,1
324,31,12870,8,OWN,4409,60,9.85,0.214,720,10,1,0,credit_card,IL,1
325,45,84822,9,RENT,32864,60,12.61,0.325,762,3,0,0,credit_card,VA,1
326,26,51820,4,RENT,8199,36,5.67,0.203,744,5,1,0,other,AZ,0
327,31,34385,3,OWN,11819,36,11.55,0.243,643,8,0,0,debt_consolidation,CA,1
328,46,21704,10,OWN,7245,36,10.25,0.2,584,12,0,0,debt_consolidation,IL,1
329,55,42560,21,OWN,8148,36,9.53,0.207,632,4,0,1,small_business,OH,0
330,36,75098,11,OTHER,13779,60,5.54,0.188,727,3,1,1,other,GA,0
331,59,54671,35,OWN,17264,36,7.66,0.349,652,6,0,0,small_business,NY,1
332,67,27309,12,MORTGAGE,5409,36,7.05,0.212,691,0,0,1,home_improvement,MI,1
333,25,218764,5,RENT,19105,36,4.65,0.079,706,6,1,0,other,MO,0
334,44,61104,16,RENT,8929,60,10.22,0.241,694,4,1,0,small_business,WI,0
335,18,24372,0,RENT,2949,60,8.6,0.182,711,12,0,0,home_improvement,AZ,0
336,31,56826,4,OWN,22135,36,10.35,0.454,712,10,4,0,debt_consolidation,AZ,1
337,39,57422,6,OTHER,16972,36,13.75,0.386,644,9,2,0,credit_card,CA,1
338,42,67959,15,MORTGAGE,17125,60,9.37,0.315,713,6,0,0,credit_card,CA,0
339,35,56441,7,OWN,5651,36,9.68,0.052,770,12,0,0,debt_consolidation,MD,0
340,30,24798,5,MORTGAGE,6441,36,9.45,0.298,688,10,2,0,credit_card,CA,0
341,24,57061,3,OWN,21909,36,11.48,0.426,753,5,1,1,home_improvement,VA,1
342,58,31012,12,MORTGAGE,1754,60,6.99,0.055,792,5,2,0,small_business,VA,1
343,59,50282,26,RENT,12734,36,5.08,0.233,742,11,0,2,credit_card,MO,1
344,74,45865,24,OWN,17484,60,11.96,0.456,613,6,2,3,credit_card,OH,1
345,35,66391,9,OWN,2723,60,4.55,0.049,710,13,0,0,debt_consolidation,FL,0
346,53,53020,16,RENT,25938,36,11.51,0.357,714,11,0,2,home_improvement,NJ,1
347,22,39884,1,OTHER,7418,60,8.03,0.252,686,10,0,3,home_improvement,NY,1
348,31,183289,5,RENT,52499,60,11.46,0.294,701,6,0,0,debt_consolidation,VA,0
349,42,39830,11,RENT,13934,60,10.98,0.375,647,6,1,0,other,MD,1
350,65,39283,25,MORTGAGE,16010,36,6.04,0.414,669,14,1,0,debt_consolidation,AZ,1
351,74,59880,35,MORTGAGE,14158,36,7.75,0.24,741,8,1,0,credit_card,IL,0
352,39,60864,9,MORTGAGE,3403,36,4.4,0.059,733,5,1,0,home_improvement,WI,0
353,67,78594,38,MORTGAGE,28527,36,9.97,0.272,755,12,0,0,debt_consolidation,TN,0
354,23,22571,4,MORTGAGE,1000,36,5.79,0.049,708,8,0,1,home_improvement,AZ,0
355,34,35611,7,RENT,8943,36,7.24,0.249,686,4,0,0,small_business,MI,0
356,26,83568,1,RENT,5633,60,3.49,0.083,735,5,1,2,home_improvement,NY,0
357,50,54526,25,RENT,8647,60,8.17,0.136,629,7,1,0,other,TX,0
358,39,55017,4,OWN,23154,36,9.29,0.468,711,14,0,1,home_improvement,MD,0
359,30,22848,7,MORTGAGE,9848,60,13.08,0.413,668,5,1,1,home_improvement,WI,1
360,66,22687,19,OWN,2253,36,5.43,0.111,670,8,0,0,home_improvement,MD,0
361,67,30919,20,OTHER,11039,36,12.88,0.393,678,3,0,1,debt_consolidation,TN,1
362,31,53006,10,MORTGAGE,8284,60,8.01,0.106,712,5,1,2,debt_consolidation,FL,0
363,33,70486,6,MORTGAGE,24949,60,12.04,0.409,707,5,1,0,debt_consolidation,MO,1
364,63,74694,16,OWN,32599,60,12.53,0.228,761,12,0,0,home_improvement,NY,0
365,53,17906,20,MORTGAGE,1402,36,4.88,0.119,710,8,0,1,home_improvement,OH,0
366,22,45519,3,RENT,2438,60,6.69,0.025,726,6,2,0,debt_consolidation,VA,0
367,46,48977,18,MORTGAGE,9009,36,8.1,0.184,702,9,0,0,car,GA,0
368,66,38108,23,MORTGAGE,10756,36,7.47,0.249,677,7,0,0,car,NJ,0
369,71,38454,21,MORTGAGE,13940,36,3.84,0.351,744,8,2,3,credit_card,AZ,1
370,59,27195,26,OWN,5060,36,8.11,0.234,700,8,0,0,credit_card,GA,0
371,28,39062,4,MORTGAGE,4827,60,4.12,0.183,737,8,1,1,debt_consolidation,MO,0
372,23,13959,3,RENT,4048,36,12.02,0.233,636,6,0,1,debt_consolidation,WI,1
373,69,90343,32,OWN,36801,36,11.73,0.289,644,0,0,3,debt_consolidation,MD,1
374,20,51919,1,RENT,12487,36,9.15,0.171,626,12,0,2,small_business,MA,1
375,31,99693,5,OWN,32632,36,9.14,0.194,721,2,0,2,debt_consolidation,IN,0
376,32,30823,5,OWN,7942,36,11.23,0.316,732,6,0,1,car,FL,0
377,46,19341,20,MORTGAGE,1000,60,9.49,0.027,631,8,1,1,home_improvement,MD,0
378,28,117613,6,RENT,49849,60,11.14,0.283,740,8,0,0,small_business,TN,0
379,70,15383,37,MORTGAGE,2967,36,6.85,0.192,679,6,1,1,small_business,PA,1
380,55,24910,10,MORTGAGE,8424,36,8.73,0.297,644,9,0,0,other,PA,0
381,36,69143,9,MORTGAGE,12727,60,10.98,0.121,685,0,1,0,car,MD,0
382,45,96663,16,MORTGAGE,18306,36,5.54,0.112,712,6,1,0,credit_card,AZ,0
383,27,32891,6,MORTGAGE,11695,60,5.76,0.205,674,15,0,2,other,MA,1
384,51,42013,8,OWN,7726,36,6.29,0.197,717,2,0,0,debt_consolidation,NY,0
385,68,40938,29,RENT,11982,36,10.52,0.295,709,12,2,0,home_improvement,NJ,1
386,34,61645,6,MORTGAGE,22967,36,13.04,0.338,674,8,1,0,credit_card,WA,1
387,47,29732,16,OWN,7566,60,12.17,0.148,718,6,2,0,home_improvement,MD,0
388,74,63933,31,RENT,8306,60,7.46,0.01,809,4,0,0,home_improvement,GA,0
389,44,74201,15,RENT,18580,36,8.96,0.333,661,14,0,0,credit_card,GA,1
390,23,44636,3,OWN,12749,36,10.11,0.3,666,9,0,2,small_business,MD,1
391,37,49455,10,OWN,1000,60,3.37,0.04,753,4,0,3,home_improvement,MO,0
392,56,153389,25,RENT,52976,60,9.62,0.251,750,11,0,2,debt_consolidation,FL,0
393,20,55361,0,RENT,21958,36,10.43,0.396,674,10,2,0,other,MD,1
394,48,38246,11,RENT,3109,60,6.54,0.136,777,9,0,1,credit_card,IL,0
395,43,82373,12,MORTGAGE,33354,36,8.12,0.369,662,6,1,3,home_improvement,NJ,1
396,75,88024,27,MORTGAGE,8342,36,6.63,0.085,645,6,0,2,small_business,NC,0
397,63,33081,38,RENT,9256,36,4.1,0.187,712,10,1,1,home_improvement,MI,0
398,73,28827,24,RENT,1997,60,7.64,0.114,724,7,0,0,car,MD,0
399,22,99667,3,OWN,21682,36,6.76,0.234,732,2,1,0,debt_consolidation,FL,1
400,45,88649,20,MORTGAGE,9425,36,4.52,0.128,704,8,0,0,other,MI,0
401,56,93327,22,MORTGAGE,28415,36,9.25,0.239,654,11,0,0,credit_card,IL,0
402,43,110933,19,OWN,39299,36,8.82,0.218,686,14,1,2,other,IN,0
403,41,26611,9,OWN,5042,60,8.21,0.258,724,13,0,1,other,VA,0
404,38,20796,4,OTHER,7628,36,8.16,0.376,676,4,0,0,car,WA,1
405,18,79955,0,MORTGAGE,9840,36,5.95,0.104,766,11,0,1,debt_consolidation,NC,0
406,27,77637,2,MORTGAGE,19451,60,8.68,0.189,717,10,0,1,debt_consolidation,NC,1
407,73,52161,21,OWN,2046,36,5.43,0.049,673,7,1,0,credit_card,CA,0
408,57,69606,22,OWN,20143,36,8.55,0.211,706,9,1,1,home_improvement,VA,0
409,24,32616,2,RENT,9224,60,8.3,0.206,729,15,2,1,other,WA,0
410,69,28613,16,MORTGAGE,9514,60,10.28,0.354,676,6,2,2,car,NY,1
411,63,45463,31,RENT,7267,36,9.22,0.123,743,3,0,2,car,TX,0
412,45,59516,6,RENT,17715,36,8.03,0.165,726,11,0,0,other,VA,0
413,33,65717,5,RENT,18460,60,9.13,0.204,747,1,1,2,credit_card,NC,0
414,71,45379,12,RENT,1000,60,3.0,0.056,622,10,0,1,other,TX,0
415,59,65203,19,OWN,19179,36,9.56,0.174,725,8,2,0,credit_card,TX,0
416,32,88926,12,RENT,2021,60,5.39,0.034,694,5,0,1,car,NC,0
417,30,61325,4,OWN,15946,36,10.42,0.281,720,14,0,1,credit_card,NC,0
418,33,37498,6,MORTGAGE,8612,60,11.83,0.231,766,2,0,0,debt_consolidation,WI,1
419,30,113198,3,RENT,35401,36,5.1,0.331,743,9,1,1,credit_card,MA,0
420,73,26593,40,RENT,1561,36,6.5,0.076,723,6,0,1,debt_consolidation,TX,1
421,41,53260,5,RENT,9221,60,8.32,0.212,720,8,1,1,credit_card,WA,0
422,71,126143,30,OWN,32570,36,11.11,0.241,726,14,0,1,credit_card,FL,0
423,29,166818,8,MORTGAGE,49346,36,7.81,0.297,724,4,0,1,credit_card,MA,0
424,47,108913,23,MORTGAGE,34915,60,5.31,0.211,701,5,1,1,debt_consolidation,TX,1
425,67,38752,15,OWN,8737,36,10.77,0.196,685,4,0,1,credit_card,NY,1
426,49,19700,27,MORTGAGE,5217,60,5.7,0.236,697,3,1,0,credit_card,NY,1
427,26,37889,5,MORTGAGE,4381,36,9.61,0.176,708,7,0,2,small_business,CA,0
428,38,47146,4,RENT,12788,60,10.83,0.256,748,4,0,1,debt_consolidation,MI,1
429,74,51449,40,OWN,24076,60,15.41,0.429,687,11,1,0,other,GA,0
430,19,29047,0,MORTGAGE,12605,60,10.27,0.347,647,2,0,0,small_business,VA,0
431,33,37262,7,OWN,1761,36,6.66,0.062,687,2,0,1,debt_consolidation,NJ,0
432,39,54311,14,MORTGAGE,22453,36,13.01,0.378,738,10,3,2,debt_consolidation,FL,1
433,30,50264,5,RENT,10994,36,6.43,0.226,617,10,1,0,debt_consolidation,OH,0
434,75,93585,40,RENT,5959,60,6.3,0.062,757,5,0,1,debt_consolidation,CA,0
435,56,65194,11,OWN,3863,36,6.9,0.094,734,12,1,1,other,MD,0
436,47,65891,13,MORTGAGE,22840,36,9.18,0.432,672,2,3,3,credit_card,MO,1
437,29,37270,6,MORTGAGE,18541,36,13.51,0.58,737,15,2,3,home_improvement,CA,1
438,64,50831,32,MORTGAGE,16064,36,9.04,0.424,674,6,1,1,other,NY,0
439,25,18349,2,RENT,9788,60,12.98,0.555,662,8,0,2,home_improvement,CA,1
440,27,39770,4,MORTGAGE,5235,36,6.41,0.126,711,12,1,1,other,TX,0
441,42,21930,12,MORTGAGE,4199,36,7.4,0.181,706,11,0,0,small_business,WI,0
442,60,52580,31,MORTGAGE,6107,60,6.79,0.175,730,9,0,0,credit_card,OH,0
443,65,64527,15,RENT,5689,60,8.6,0.083,654,8,0,0,debt_consolidation,MI,0
444,52,52077,26,OWN,21254,36,7.5,0.455,638,18,2,0,debt_consolidation,MI,1
445,46,105124,16,MORTGAGE,41454,36,11.16,0.34,755,11,0,1,debt_consolidation,IN,0
446,75,34787,35,OTHER,1000,60,3.32,0.01,696,12,0,0,credit_card,MI,1
447,31,46593,3,RENT,6724,36,6.12,0.116,669,10,1,0,credit_card,WA,1
448,36,36994,15,MORTGAGE,5075,36,6.48,0.135,671,8,0,0,home_improvement,FL,0
449,68,41586,22,OWN,16624,60,7.9,0.268,670,6,0,2,home_improvement,NC,0
450,45,95067,13,MORTGAGE,38786,36,10.03,0.498,736,6,0,1,credit_card,CA,0
451,63,24411,38,MORTGAGE,6638,36,8.97,0.195,642,6,0,0,debt_consolidation,WI,1
452,33,112240,8,OTHER,24049,36,8.88,0.21,807,12,1,0,debt_consolidation,NY,0
453,46,96945,13,MORTGAGE,40947,36,11.17,0.292,668,5,1,0,debt_consolidation,MI,0
454,60,65836,9,MORTGAGE,7698,36,8.39,0.16,676,13,0,0,other,IL,0
455,60,41058,29,RENT,13987,36,12.07,0.325,707,4,0,1,other,TX,0
456,21,55264,1,MORTGAGE,8897,60,3.0,0.15,707,7,1,1,other,IL,0
457,72,40053,24,RENT,15476,36,11.84,0.415,737,11,1,0,credit_card,VA,1
458,60,102551,16,MORTGAGE,34777,60,12.53,0.398,678,12,1,0,debt_consolidation,WA,1
459,35,27777,4,OWN,12538,60,11.36,0.463,672,5,0,1,small_business,CA,1
460,66,29969,13,OWN,9077,36,9.76,0.272,686,0,0,1,debt_consolidation,OH,1
461,34,49909,10,RENT,12613,60,12.12,0.166,659,7,1,1,debt_consolidation,FL,0
462,32,13919,12,MORTGAGE,3284,60,9.43,0.349,713,8,0,0,other,WA,1
463,33,102428,4,MORTGAGE,16220,36,10.24,0.189,728,8,1,0,credit_card,IL,0
464,38,41650,4,OWN,15471,36,8.51,0.412,684,7,0,0,debt_consolidation,MI,0
465,18,71685,0,OWN,12328,36,8.19,0.192,695,8,0,1,credit_card,TN,0
466,38,53518,9,MORTGAGE,20196,60,9.42,0.183,582,8,1,0,debt_consolidation,FL,1
467,62,20179,12,OWN,5096,36,6.86,0.125,688,15,0,1,credit_card,FL,0
468,68,50062,16,MORTGAGE,4100,60,5.48,0.09,637,11,0,1,other,MA,0
469,62,60514,21,RENT,20799,60,9.78,0.3,682,5,0,0,home_improvement,CA,1
470,27,26925,4,RENT,2974,60,3.0,0.143,700,16,0,0,debt_consolidation,WI,0
471,43,29434,15,MORTGAGE,8097,36,8.37,0.262,673,10,1,0,credit_card,PA,0
472,71,28784,39,OWN,7906,36,8.55,0.342,646,0,2,1,car,IL,1
473,67,72325,24,MORTGAGE,26596,36,12.28,0.264,625,6,0,1,debt_consolidation,MD,0
474,23,26021,3,RENT,5726,60,11.3,0.212,666,8,0,0,other,MI,1
475,25,30936,3,MORTGAGE,12055,36,12.79,0.465,694,15,1,1,car,WI,1
476,20,46822,1,RENT,1550,60,3.0,0.1,677,3,2,0,home_improvement,MD,0
477,73,51914,16,RENT,16363,36,8.59,0.24,730,9,1,1,debt_consolidation,PA,0
478,65,36054,26,MORTGAGE,13094,60,9.47,0.319,706,11,1,0,debt_consolidation,MA,1
479,60,107183,29,OWN,27173,36,9.71,0.289,686,7,1,2,small_business,WI,0
480,21,109727,1,MORTGAGE,30305,36,10.14,0.195,707,4,1,1,home_improvement,AZ,0
481,20,25819,0,OTHER,2392,36,10.98,0.111,703,3,0,2,credit_card,NY,0
482,50,120407,7,OWN,30808,60,10.18,0.202,783,7,1,0,home_improvement,MA,0
483,28,61629,4,MORTGAGE,21534,60,8.9,0.347,656,3,0,2,other,OH,1
484,48,68092,21,MORTGAGE,30778,60,15.29,0.517,776,12,3,1,home_improvement,AZ,1
485,23,72236,3,OWN,20180,60,10.87,0.262,669,7,1,0,credit_card,MD,1
486,69,24319,36,RENT,5356,60,5.22,0.275,678,13,1,2,small_business,MA,1
487,56,25764,21,OWN,1000,36,3.28,0.052,645,0,0,2,car,MD,1
488,57,62018,33,OWN,26199,60,17.51,0.291,707,10,2,0,credit_card,WI,1
489,63,33864,20,RENT,14598,36,10.86,0.272,670,11,0,1,car,MO,1
490,74,195880,23,OWN,42745,60,10.64,0.117,764,10,1,0,credit_card,MI,0
491,64,38891,37,OWN,2842,60,5.93,0.043,707,10,0,1,home_improvement,MI,1
492,57,78268,12,MORTGAGE,14767,36,5.22,0.16,737,12,0,1,home_improvement,PA,0
493,30,29867,5,RENT,12030,36,13.08,0.496,737,11,0,1,credit_card,TX,1
494,37,144430,16,RENT,41870,36,13.58,0.15,682,6,0,2,credit_card,NJ,0
495,40,125464,18,RENT,11884,36,8.66,0.146,694,4,0,1,debt_consolidation,CA,0
496,72,22958,27,MORTGAGE,5036,36,4.77,0.2,713,9,0,1,credit_card,CA,0
497,57,58415,20,OWN,4062,60,3.68,0.058,709,9,0,0,debt_consolidation,MO,0
498,22,51146,3,MORTGAGE,13745,36,7.31,0.218,767,9,0,1,car,TX,0
499,55,106580,17,OWN,7169,60,6.34,0.055,713,8,1,0,credit_card,TX,0
500,57,14499,8,OWN,3682,60,6.93,0.197,626,7,0,0,home_improvement,TN,0
501,71,41330,18,OWN,11673,36,11.29,0.222,660,12,0,0,home_improvement,MO,1
502,24,75672,5,MORTGAGE,6943,36,8.02,0.044,636,5,0,3,debt_consolidation,PA,0
503,22,40272,3,MORTGAGE,8171,60,6.01,0.252,650,14,0,1,debt_consolidation,CA,1
504,28,34455,7,OWN,9968,60,12.22,0.259,688,3,0,2,credit_card,MI,0
505,56,22593,25,MORTGAGE,3119,36,6.35,0.123,717,10,1,1,car,IL,0
506,40,56632,8,MORTGAGE,7578,36,5.91,0.168,688,4,0,3,other,MO,0
507,51,42269,21,RENT,2501,60,6.45,0.102,636,8,0,0,debt_consolidation,FL,0
508,46,22416,24,OWN,2566,36,8.8,0.154,726,8,0,0,small_business,PA,0
509,63,50064,28,OWN,18933,36,11.65,0.239,676,8,0,0,home_improvement,GA,0
510,21,32522,1,MORTGAGE,11641,60,9.75,0.38,579,4,0,0,credit_card,NY,1
511,69,53658,22,RENT,18438,36,10.77,0.387,608,16,1,0,car,FL,0
512,41,67426,10,MORTGAGE,21066,60,9.22,0.285,653,5,0,0,credit_card,GA,0
513,59,81316,34,OWN,34399,36,11.05,0.429,728,11,1,0,credit_card,VA,1
514,49,55998,6,MORTGAGE,10392,60,7.29,0.262,710,8,1,1,credit_card,MD,0
515,74,28010,40,RENT,4304,36,9.39,0.159,741,5,0,4,other,IN,0
516,34,41971,8,MORTGAGE,4620,36,6.48,0.099,667,7,0,0,credit_card,WA,0
517,64,38738,18,RENT,13933,36,9.13,0.308,666,2,0,0,home_improvement,MO,1
518,41,78497,7,MORTGAGE,16998,36,10.27,0.262,650,8,0,0,home_improvement,NC,0
519,73,32711,40,MORTGAGE,7264,60,4.93,0.248,744,6,0,2,credit_card,AZ,0
520,63,101270,21,OWN,12718,60,8.37,0.155,616,12,1,0,home_improvement,FL,0
521,49,46085,27,MORTGAGE,13861,36,8.88,0.22,640,8,0,0,credit_card,AZ,0
522,29,65659,5,OWN,28042,36,11.04,0.466,649,6,1,1,credit_card,WI,0
523,26,37325,7,MORTGAGE,8961,36,6.24,0.267,710,3,0,0,credit_card,MO,0
524,35,87375,10,OWN,19598,60,10.13,0.246,668,4,1,1,debt_consolidation,WA,1
525,71,34747,21,MORTGAGE,14697,36,8.22,0.354,673,8,0,2,small_business,PA,1
526,34,107847,12,MORTGAGE,15214,60,4.39,0.135,654,5,0,1,credit_card,AZ,0
527,74,58276,23,OWN,13665,60,8.24,0.159,648,10,1,1,debt_consolidation,WA,1
528,32,70177,11,RENT,19140,36,4.55,0.251,637,5,0,0,debt_consolidation,TX,0
529,25,62880,4,MORTGAGE,16770,60,7.74,0.31,720,9,0,0,other,NC,0
530,20,31323,0,RENT,14806,36,14.83,0.412,652,11,2,2,credit_card,IL,1
531,38,95878,11,OWN,31005,60,7.59,0.279,651,13,0,0,other,MI,0
532,73,21580,27,RENT,1000,36,6.95,0.045,696,15,0,0,car,IN,0
533,57,49579,9,MORTGAGE,12569,60,6.34,0.206,715,10,1,2,credit_card,TX,0
534,47,70260,25,MORTGAGE,12356,60,9.77,0.133,690,14,1,0,debt_consolidation,NJ,0
535,24,79416,1,MORTGAGE,17445,36,8.27,0.248,810,5,0,1,debt_consolidation,WI,0
536,36,34156,9,RENT,2162,36,6.93,0.06,679,9,1,1,home_improvement,CA,0
537,23,36747,3,OWN,6269,60,9.29,0.263,684,11,0,1,small_business,TN,0
538,69,41920,37,OWN,4241,60,9.78,0.12,723,17,1,1,credit_card,MO,0
539,31,28074,5,OWN,7344,36,8.42,0.287,646,3,0,1,car,MA,1
540,19,41390,0,MORTGAGE,7799,60,9.28,0.124,689,7,2,0,debt_consolidation,PA,0
541,37,29731,7,OWN,8336,36,8.16,0.255,662,0,0,4,credit_card,VA,1
542,24,59669,3,RENT,13087,60,10.78,0.243,756,3,0,0,debt_consolidation,IL,0
543,63,42245,18,RENT,16582,60,12.26,0.474,683,12,2,3,credit_card,WI,1
544,19,30893,0,RENT,6458,36,10.32,0.156,666,6,0,1,credit_card,NY,1
545,60,31966,16,RENT,9873,60,7.39,0.348,707,3,1,1,credit_card,WI,1
546,19,50113,0,OWN,12911,36,10.67,0.247,734,6,0,0,debt_consolidation,IN,0
547,71,30706,33,OWN,7054,60,8.88,0.152,640,5,0,1,home_improvement,NY,0
548,18,23056,0,MORTGAGE,9355,60,6.63,0.312,654,0,0,1,debt_consolidation,MA,0
549,60,26690,15,RENT,12822,36,11.95,0.367,661,3,1,0,credit_card,OH,0
550,53,52165,28,MORTGAGE,22436,36,10.37,0.273,665,7,1,1,small_business,MD,1
551,30,18716,9,OWN,2145,36,3.17,0.118,687,9,2,2,debt_consolidation,WI,0
552,59,48475,35,OWN,3156,36,8.43,0.063,731,4,0,0,home_improvement,IN,0
553,34,70342,10,OWN,33658,60,12.11,0.514,719,13,0,1,debt_consolidation,OH,1
554,38,33765,16,MORTGAGE,5820,36,7.61,0.257,727,7,0,1,other,WI,1
555,39,39583,5,RENT,6980,36,7.68,0.252,672,8,0,2,other,IN,1
556,71,21781,22,MORTGAGE,3822,60,9.22,0.162,764,4,0,0,car,NC,0
557,73,28017,39,OWN,3204,36,6.91,0.084,709,12,0,0,car,FL,0
558,61,34426,12,MORTGAGE,5850,60,6.55,0.152,650,6,1,0,debt_consolidation,OH,1
559,22,54438,2,RENT,3698,60,6.3,0.055,668,3,2,2,small_business,MI,0
560,75,37747,20,MORTGAGE,10567,36,7.52,0.321,679,7,0,0,other,MO,1
561,36,25947,14,OWN,6801,60,6.34,0.19,688,15,1,0,car,FL,0
562,62,34820,29,OWN,12618,60,8.9,0.224,595,13,0,2,credit_card,MD,1
563,68,24814,29,RENT,8151,36,9.38,0.353,758,9,3,1,car,FL,1
564,48,109911,23,MORTGAGE,19480,36,8.66,0.156,685,11,0,1,credit_card,NC,0
565,68,33367,17,OWN,9384,60,8.97,0.293,685,6,1,0,debt_consolidation,OH,1
566,21,99444,2,RENT,11207,60,3.14,0.071,747,6,1,1,car,IN,0
567,40,20602,11,RENT,8659,36,11.68,0.477,689,5,1,0,home_improvement,TX,1
568,24,28165,4,MORTGAGE,10344,36,12.39,0.254,646,7,0,2,small_business,WA,1
569,57,95200,11,OWN,10059,36,6.57,0.079,767,6,0,1,debt_consolidation,IL,0
570,36,40109,11,RENT,5311,60,5.66,0.188,633,8,2,0,debt_consolidation,FL,1
571,64,136296,36,OWN,9887,36,4.53,0.101,758,6,1,0,debt_consolidation,OH,0
572,25,70056,5,MORTGAGE,12709,36,5.55,0.071,677,9,0,0,credit_card,AZ,0
573,49,93812,13,MORTGAGE,27171,60,7.79,0.267,694,4,0,0,small_business,AZ,0
574,54,21183,18,RENT,1662,36,4.79,0.05,673,10,0,1,car,MI,0
575,65,51254,24,MORTGAGE,17478,36,12.63,0.301,624,7,1,2,small_business,AZ,1
576,22,39130,3,OWN,14340,60,8.92,0.428,691,9,3,0,other,NC,1
577,27,104984,4,MORTGAGE,36395,60,11.17,0.243,732,14,0,0,debt_consolidation,TX,1
578,49,37175,16,MORTGAGE,8936,36,11.37,0.168,585,10,0,0,other,TX,1
579,20,46906,1,RENT,11265,60,9.57,0.336,712,17,2,3,car,AZ,1
580,39,30886,9,OWN,3251,36,8.79,0.127,698,9,2,1,credit_card,MI,1
581,18,20088,0,RENT,3927,36,11.88,0.111,672,6,0,0,car,FL,1
582,40,62574,18,MORTGAGE,3952,36,4.18,0.129,659,8,1,1,home_improvement,MD,0
583,61,38371,33,MORTGAGE,17043,36,9.48,0.303,740,7,1,2,debt_consolidation,MA,0
584,22,54651,1,OWN,24130,36,9.96,0.507,690,2,1,0,home_improvement,TN,0
585,35,27874,15,MORTGAGE,4849,36,11.69,0.158,615,6,1,2,debt_consolidation,WA,1
586,59,44206,8,RENT,13331,60,10.24,0.239,704,6,0,1,credit_card,MI,0
587,56,29585,20,RENT,10818,36,8.72,0.457,705,6,0,1,credit_card,AZ,0
588,62,34931,32,MORTGAGE,13760,36,6.89,0.455,699,2,0,0,debt_consolidation,IL,1
589,72,49234,16,RENT,13732,36,6.31,0.338,724,7,3,0,small_business,NC,0
590,36,34495,6,RENT,3678,36,5.38,0.124,634,3,0,1,car,WA,1
591,28,59874,8,OTHER,17170,36,10.47,0.284,675,6,2,1,debt_consolidation,PA,1
592,39,25209,10,OTHER,1885,36,8.43,0.088,721,4,1,0,debt_consolidation,WI,0
593,69,36667,33,MORTGAGE,5516,60,9.03,0.067,675,5,0,0,debt_consolidation,NJ,0
594,58,87679,28,OWN,12354,36,8.46,0.091,776,5,1,0,credit_card,VA,0
595,18,31217,0,RENT,12984,36,8.93,0.39,808,9,1,2,debt_consolidation,OH,1
596,25,18331,6,RENT,1932,60,3.26,0.124,695,12,0,1,credit_card,MA,1
597,35,84846,12,MORTGAGE,26840,36,6.43,0.309,675,12,0,0,debt_consolidation,NY,0
598,53,41989,25,MORTGAGE,16170,60,12.81,0.23,725,8,0,1,car,IN,0
599,38,26759,11,MORTGAGE,2031,36,8.61,0.06,704,6,0,0,credit_card,MO,0
600,37,25002,5,RENT,2682,36,5.72,0.01,704,12,0,1,debt_consolidation,MI,0
601,53,59683,25,MORTGAGE,20099,60,8.35,0.23,643,4,0,1,home_improvement,MA,0
602,58,25190,12,RENT,6867,60,10.93,0.209,670,7,0,1,other,AZ,1
603,66,18951,37,OWN,5953,36,9.32,0.222,737,5,0,1,credit_card,VA,1
